日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,5MA,10MA,20MA,rsv,k,d
112/12/25,7382502.0,254872392.0,34.4,34.65,34.35,34.5,0.2,4293.0,,34.38,34.334999999999994,34.425,0.6923076923076906,0.4884845525722201,0.414896060254471
112/12/26,5532736.0,191562236.0,34.6,34.7,34.5,34.65,0.15,3586.0,,34.44,34.385000000000005,34.4325,0.9166666666666597,0.6312119239370333,0.48700134814865836
112/12/27,11522515.0,400971083.0,34.65,34.9,34.65,34.9,0.25,6126.0,,34.519999999999996,34.47,34.464999999999996,1.0,0.7541412826246888,0.5760479929740019
112/12/28,9492910.0,330375061.0,34.95,35.0,34.7,34.9,0.0,5963.0,,34.65,34.519999999999996,34.4625,0.8823529411764691,0.7968785021419489,0.6496581626966509
112/12/31,6506879.0,226475062.0,34.9,34.9,34.7,34.85,-0.05,3742.0,,34.76,34.575,34.485,0.8235294117647078,0.8057621386828684,0.7016928213587234
2024/01/02,14937049.0,518751792.0,34.85,34.85,34.6,34.7,-0.15,4172.0,,34.8,34.589999999999996,34.5175,0.6470588235294157,0.7528610336317174,0.718748892116388
2024/01/03,12793849.0,438994226.0,34.5,34.75,34.15,34.2,-0.5,8186.0,,34.71,34.575,34.4825,0.058823529411769625,0.5215151988917347,0.6530043277081703
2024/01/23,7306624.0,238083658.0,32.35,32.7,32.3,32.7,0.4,4519.0,,34.27,34.394999999999996,34.3875,0.1481481481481501,0.39705951531053985,0.5676893902422935
113/01/04,6473946.0,221350197.0,34.2,34.3,34.15,34.2, 0.00,3693.0,,34.13,34.39,34.3725,0.703703703703705,0.4992742447749282,0.5448843417531717
113/01/05,4691751.0,160866951.0,34.2,34.35,34.2,34.35,+0.15,2609.0,,34.03000000000001,34.395,34.36,0.7592592592592601,0.5859359162697054,0.5585681999253496
113/01/08,5581614.0,191844472.0,34.4,34.55,34.25,34.25,-0.10,3387.0,,33.94,34.370000000000005,34.3525,0.7222222222222225,0.6313646849205444,0.5828336949237478
113/01/09,6279275.0,214297776.0,34.3,34.3,34.05,34.05,-0.20,4002.0,,33.910000000000004,34.31,34.347500000000004,0.6481481481481475,0.6369591726630788,0.6008755208368581
113/01/10,11892969.0,401811477.0,34.05,34.05,33.7,33.7,-0.35,6610.0,,34.11,34.190000000000005,34.33,0.5384615384615403,0.6041266279292326,0.6019592232009829
113/01/11,6666115.0,224762008.0,33.7,33.8,33.6,33.7, 0.00,3871.0,,34.010000000000005,34.07,34.295,0.5490196078431385,0.5857576212338678,0.5965586892119445
113/01/12,5248129.0,176751295.0,33.7,33.8,33.6,33.75,+0.05,3233.0,,33.89,33.96,34.2675,0.591836734693878,0.5877839923872045,0.5936337902703646
113/01/15,7160773.0,241194939.0,34.0,34.0,33.6,33.65,-0.10,6110.0,,33.769999999999996,33.855000000000004,34.2225,0.6000000000000006,0.5918559949248031,0.593041191821844
113/01/16,19050849.0,629043207.0,33.45,33.5,32.9,32.9,-0.75,13714.0,,33.54,33.725,34.15,0.0,0.39457066328320206,0.52688434897563
113/01/17,28856602.0,931822461.0,32.55,32.7,32.15,32.2,-0.70,17199.0,,33.24,33.675,34.035000000000004,0.020833333333335122,0.26999155329991303,0.4412534170837243
113/01/18,14999489.0,481330210.0,32.2,32.35,32.0,32.05,-0.15,10365.0,,32.910000000000004,33.46,33.925,0.01960784313725381,0.18653031657902663,0.3563457169154917
113/01/19,14495609.0,464615470.0,32.0,32.4,31.8,32.4,+0.35,8208.0,,32.64,33.265,33.83,0.2399999999999995,0.20435354438601758,0.305681659405667
113/01/22,9350803.0,303041146.0,32.4,32.65,32.3,32.3,-0.10,6338.0,,32.37,33.07,33.72,0.222222222222221,0.2103097703314187,0.2738910297142509
